,DATE,MATCHUP,MIN,H_TEAM,A_TEAM,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_EFGPerc,H_FTR,H_TOVPerc,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_EFGPerc,A_FTR,A_TOVPerc,Target
590,1/25/19,ORL vs. WAS,240,ORL,WAS,38,84,45.2,7,33,21.2,8,12,0.006670000000000001,13,39,52,24,3,4,16,10,0.4940476190476191,0.14285714285714285,15.19756838905775,35,79,44.3,15,27,55.6,10,12,0.833,5,33,38,26,9,1,12,15,0.5379746835443038,0.1518987341772152,12.463647694225175,-4
591,1/25/19,UTA vs. MIN,240,UTA,MIN,37,94,39.4,13,40,32.5,19,25,0.0076,16,31,47,25,9,8,11,19,0.4627659574468085,0.26595744680851063,9.482758620689657,38,90,42.2,8,26,30.8,18,21,0.857,12,38,50,20,5,5,14,22,0.4666666666666667,0.2333333333333333,12.363122571529493,4
592,1/24/19,LAL vs. MIN,238,LAL,MIN,44,87,50.6,8,28,28.6,9,14,0.00643,9,30,39,28,5,5,19,23,0.5517241379310345,0.16091954022988506,16.940085592011414,44,102,43.1,10,33,30.3,22,25,0.88,22,33,55,24,8,3,12,15,0.4803921568627451,0.24509803921568624,9.6,-15
593,1/24/19,OKC vs. NOP,240,OKC,NOP,50,101,49.5,14,32,43.8,8,16,0.005,14,43,57,33,8,2,14,15,0.5643564356435643,0.15841584158415842,11.471648639790232,49,101,48.5,10,36,27.8,8,12,0.667,8,34,42,34,7,6,12,16,0.5346534653465347,0.1188118811881188,10.145417653026717,6
594,1/24/19,PHX vs. POR,240,PHX,POR,36,88,40.9,13,38,34.2,21,27,0.0077800000000000005,9,30,39,19,9,4,16,22,0.4829545454545455,0.3068181818181818,13.807386952019332,44,94,46.8,12,26,46.2,20,20,1.0,14,39,53,25,8,8,16,24,0.5319148936170213,0.2127659574468085,13.468013468013467,-14
595,1/24/19,WAS vs. GSW,239,WAS,GSW,44,95,46.3,15,42,35.7,15,21,0.0071400000000000005,9,27,36,29,7,2,10,22,0.5421052631578948,0.22105263157894736,8.753501400560223,50,88,56.8,7,20,35.0,19,21,0.905,8,42,50,34,5,6,15,21,0.6079545454545454,0.23863636363636365,13.364219529579476,-8
596,1/23/19,BKN vs. ORL,239,BKN,ORL,43,90,47.8,10,32,31.3,18,23,0.007829999999999998,12,33,45,20,7,2,16,22,0.5333333333333333,0.25555555555555554,13.778849466069582,38,89,42.7,11,34,32.4,23,28,0.821,11,31,42,22,7,11,13,19,0.4887640449438202,0.3146067415730337,11.371588523442966,4
597,1/23/19,BOS vs. CLE,239,BOS,CLE,45,86,52.3,12,25,48.0,21,23,0.00913,9,34,43,25,12,5,14,20,0.5930232558139535,0.26744186046511625,12.713403559752994,38,87,43.7,13,30,43.3,14,20,0.7,15,29,44,20,4,4,20,18,0.5114942528735632,0.2298850574712644,17.271157167530223,20
598,1/23/19,CHI vs. ATL,239,CHI,ATL,35,79,44.3,8,26,30.8,23,27,0.00852,7,30,37,20,7,6,15,21,0.4936708860759494,0.34177215189873417,14.166981488477525,45,90,50.0,15,40,37.5,16,21,0.762,16,35,51,31,11,2,17,20,0.5833333333333334,0.2333333333333333,14.624913971094287,-20
599,1/23/19,IND vs. TOR,241,IND,TOR,40,92,43.5,9,26,34.6,21,25,0.0084,12,36,48,27,6,7,6,23,0.48369565217391297,0.2717391304347826,5.504587155963304,38,92,41.3,12,39,30.8,18,23,0.7829999999999999,10,35,45,28,2,5,9,22,0.4782608695652174,0.25,8.099352051835853,4
600,1/23/19,MEM vs. CHA,241,MEM,CHA,38,81,46.9,9,31,29.0,22,24,0.009170000000000001,6,32,38,25,8,3,10,25,0.5246913580246914,0.2962962962962963,9.846396218983852,41,77,53.2,12,30,40.0,24,31,0.774,5,32,37,23,8,2,9,19,0.6103896103896104,0.4025974025974026,9.032517061421117,-11
601,1/23/19,MIA vs. LAC,241,MIA,LAC,39,83,47.0,8,28,28.6,13,22,0.0059099999999999995,12,28,40,23,3,3,14,19,0.5180722891566265,0.26506024096385544,13.123359580052496,45,85,52.9,7,22,31.8,14,21,0.667,7,34,41,23,5,3,7,20,0.5705882352941176,0.24705882352941175,6.91426313709996,-12
602,1/23/19,NOP vs. DET,239,NOP,DET,42,91,46.2,6,22,27.3,4,9,0.00444,8,41,49,20,3,9,12,18,0.4945054945054945,0.0989010989010989,11.219147344801797,36,89,40.4,13,39,33.3,13,19,0.684,9,40,49,24,5,3,9,15,0.4775280898876405,0.21348314606741567,8.461827754795035,-4
603,1/23/19,NYK vs. HOU,240,NYK,HOU,37,81,45.7,11,30,36.7,25,30,0.008329999999999999,10,38,48,15,5,7,18,23,0.5246913580246914,0.3703703703703704,16.042780748663098,37,90,41.1,11,44,25.0,29,38,0.763,15,29,44,10,15,10,12,25,0.4722222222222222,0.4222222222222222,10.107816711590297,-4
604,1/23/19,PHI vs. SAS,239,PHI,SAS,47,93,50.5,17,36,47.2,11,14,0.007859999999999999,13,29,42,35,9,5,11,14,0.5967741935483871,0.15053763440860216,9.985475671750182,47,82,57.3,13,27,48.1,13,15,0.867,5,31,36,24,8,6,15,15,0.6524390243902439,0.18292682926829268,14.478764478764482,2
605,1/23/19,UTA vs. DEN,239,UTA,DEN,38,88,43.2,19,46,41.3,19,27,0.007040000000000001,12,28,40,28,7,7,13,20,0.5397727272727273,0.3068181818181818,11.51665485471297,42,88,47.7,8,27,29.6,16,20,0.8,12,38,50,20,7,9,14,25,0.5227272727272727,0.2272727272727273,12.63537906137184,6
606,1/22/19,DAL vs. LAC,240,DAL,LAC,38,81,46.9,10,34,29.4,20,29,0.0069,9,39,48,21,5,6,11,25,0.5308641975308642,0.3580246913580247,10.500190912562047,33,91,36.3,10,36,27.8,22,29,0.759,14,27,41,19,4,4,7,26,0.4175824175824176,0.31868131868131866,6.319971108703502,8
607,1/22/19,OKC vs. POR,241,OKC,POR,43,85,50.6,11,23,47.8,26,33,0.00788,9,28,37,26,16,4,10,20,0.5705882352941176,0.3882352941176471,9.130752373995618,43,95,45.3,10,36,27.8,18,22,0.818,20,32,52,21,7,3,19,20,0.5052631578947369,0.23157894736842105,15.362225097024579,9
608,1/22/19,PHX vs. MIN,239,PHX,MIN,37,87,42.5,7,34,20.6,10,18,0.005560000000000001,5,29,34,23,6,9,13,17,0.4655172413793103,0.20689655172413796,12.045959970348404,45,103,43.7,15,42,35.7,13,19,0.684,20,44,64,30,7,1,14,18,0.5097087378640777,0.18446601941747573,11.167836630504148,-27
609,1/22/19,TOR vs. SAC,239,TOR,SAC,40,91,44.0,16,40,40.0,24,35,0.00686,12,34,46,25,7,5,16,21,0.5274725274725275,0.38461538461538464,13.071895424836605,41,91,45.1,7,21,33.3,16,22,0.727,10,33,43,29,8,7,14,27,0.489010989010989,0.24175824175824176,12.207882804325076,15
610,1/21/19,ATL vs. ORL,241,ATL,ORL,39,86,45.3,9,30,30.0,16,23,0.006959999999999999,9,35,44,23,5,3,13,24,0.5058139534883721,0.26744186046511625,11.91348973607038,46,91,50.5,11,29,37.9,19,21,0.905,9,36,45,29,8,8,11,22,0.5659340659340659,0.2307692307692308,9.888529306005037,-19
611,1/21/19,BKN vs. SAC,240,BKN,SAC,45,90,50.0,13,35,37.1,20,24,0.008329999999999999,12,44,56,25,9,4,16,15,0.5722222222222222,0.26666666666666666,13.726835964310226,39,93,41.9,10,25,40.0,6,11,0.545,10,27,37,26,8,4,14,20,0.4731182795698925,0.11827956989247312,12.517882689556508,29
612,1/21/19,BOS vs. MIA,240,BOS,MIA,43,87,49.4,12,30,40.0,9,10,0.009000000000000001,8,28,36,26,13,7,19,21,0.5632183908045977,0.11494252873563217,17.21014492753623,36,86,41.9,11,35,31.4,16,18,0.889,10,28,38,25,11,5,19,16,0.4825581395348838,0.20930232558139536,16.826071555083242,8
613,1/21/19,CLE vs. CHI,240,CLE,CHI,31,87,35.6,6,27,22.2,20,29,0.0069,11,27,38,16,8,4,14,18,0.3908045977011495,0.3333333333333333,12.30661040787623,36,76,47.4,15,30,50.0,17,22,0.773,8,42,50,24,8,2,18,26,0.5723684210526315,0.2894736842105263,17.36111111111111,-16
614,1/21/19,LAL vs. GSW,241,LAL,GSW,42,84,50.0,5,20,25.0,22,38,0.00579,7,35,42,20,1,4,14,19,0.5297619047619048,0.4523809523809524,12.203626220362622,50,98,51.0,16,37,43.2,14,19,0.737,13,37,50,41,8,6,10,27,0.5918367346938775,0.19387755102040816,8.594018563080096,-19
615,1/21/19,MEM vs. NOP,239,MEM,NOP,33,88,37.5,9,35,25.7,10,17,0.00588,10,25,35,21,10,1,11,19,0.4261363636363637,0.19318181818181815,10.330578512396695,39,74,52.7,9,26,34.6,18,26,0.6920000000000001,7,43,50,19,8,7,19,17,0.5878378378378378,0.35135135135135137,18.19226350057449,-20
616,1/21/19,MIL vs. DAL,241,MIL,DAL,42,91,46.2,12,32,37.5,20,22,0.00909,8,43,51,21,9,7,14,19,0.5274725274725275,0.24175824175824176,12.207882804325076,41,99,41.4,14,40,35.0,10,17,0.588,11,37,48,24,7,11,11,19,0.4848484848484849,0.1717171717171717,9.363295880149813,10
617,1/21/19,NYK vs. OKC,241,NYK,OKC,39,87,44.8,7,23,30.4,24,32,0.0075,11,25,36,25,8,3,12,23,0.4885057471264368,0.36781609195402293,10.611956137247963,45,83,54.2,15,29,51.7,22,27,0.815,10,39,49,26,7,2,18,31,0.6325301204819277,0.3253012048192771,15.946137491141036,-18
618,1/21/19,PHI vs. HOU,241,PHI,HOU,43,88,48.9,8,23,34.8,27,33,0.00818,10,45,55,21,9,14,13,22,0.5340909090909091,0.375,11.253462603878116,31,86,36.0,11,42,26.2,20,26,0.769,6,32,38,14,9,6,12,25,0.4244186046511628,0.3023255813953488,10.964912280701757,28
619,1/21/19,UTA vs. POR,241,UTA,POR,36,91,39.6,7,33,21.2,25,31,0.00806,13,35,48,21,5,8,15,19,0.4340659340659341,0.3406593406593407,12.537612838515544,45,90,50.0,8,18,44.4,11,15,0.733,7,37,44,30,6,9,8,22,0.5444444444444444,0.16666666666666666,7.648183556405353,-5
620,1/21/19,WAS vs. DET,240,WAS,DET,36,79,45.6,8,23,34.8,21,27,0.0077800000000000005,5,40,45,24,7,6,13,18,0.5063291139240507,0.34177215189873417,12.514439738159414,31,77,40.3,11,34,32.4,14,18,0.778,2,38,40,22,5,3,17,21,0.47402597402597396,0.23376623376623376,16.679748822605966,14
621,1/20/19,IND vs. CHA,238,IND,CHA,47,100,47.0,14,27,51.9,12,12,0.01,12,39,51,34,10,7,8,18,0.54,0.12,7.062146892655367,33,82,40.2,12,35,34.3,17,25,0.68,7,37,44,20,5,6,16,14,0.475609756097561,0.3048780487804878,14.678899082568808,25
622,1/20/19,MIN vs. PHX,241,MIN,PHX,39,91,42.9,6,24,25.0,32,40,0.008,12,33,45,22,8,4,15,26,0.4615384615384616,0.4395604395604396,12.135922330097088,40,86,46.5,12,39,30.8,22,32,0.688,9,29,38,22,9,5,15,27,0.5348837209302325,0.372093023255814,13.034410844629825,2
623,1/20/19,SAS vs. LAC,241,SAS,LAC,39,84,46.4,8,19,42.1,9,17,0.00529,10,41,51,21,6,8,18,25,0.5119047619047619,0.2023809523809524,16.44135915235659,39,85,45.9,11,21,52.4,14,24,0.583,4,37,41,23,11,2,11,18,0.5235294117647059,0.2823529411764706,10.322822822822822,-8
624,1/19/19,ATL vs. BOS,240,ATL,BOS,40,92,43.5,12,41,29.3,13,14,0.00929,13,36,49,28,8,6,20,20,0.5,0.15217391304347827,16.926201760324982,39,88,44.3,12,32,37.5,23,25,0.92,11,32,43,19,10,8,15,18,0.5113636363636364,0.2840909090909091,13.157894736842106,-8
625,1/19/19,CHA vs. PHX,240,CHA,PHX,48,88,54.5,16,34,47.1,23,27,0.00852,14,39,53,31,5,8,16,26,0.6363636363636364,0.3068181818181818,13.807386952019332,39,87,44.8,11,33,33.3,26,33,0.7879999999999999,7,19,26,21,7,7,7,26,0.5114942528735632,0.3793103448275862,6.450423884998157,20
626,1/19/19,CHI vs. MIA,241,CHI,MIA,35,89,39.3,12,27,44.4,21,26,0.008079999999999999,12,31,43,19,9,1,13,25,0.4606741573033708,0.2921348314606741,11.459802538787027,45,79,57.0,13,32,40.6,14,23,0.609,7,39,46,27,5,6,17,23,0.6518987341772152,0.2911392405063291,16.019600452318134,-14
627,1/19/19,DEN vs. CLE,240,DEN,CLE,50,89,56.2,15,37,40.5,9,11,0.00818,12,31,43,33,7,2,11,25,0.6460674157303371,0.12359550561797752,10.492178557802363,35,72,48.6,10,29,34.5,22,26,0.846,5,23,28,20,5,1,12,15,0.5555555555555556,0.3611111111111111,12.573344509639563,22
628,1/19/19,DET vs. SAC,240,DET,SAC,36,82,43.9,10,29,34.5,19,25,0.0076,13,33,46,21,6,2,14,23,0.5,0.3048780487804878,13.084112149532707,40,89,44.9,10,25,40.0,13,18,0.722,11,28,39,30,5,5,11,20,0.5056179775280899,0.20224719101123595,10.192735359525576,-2
629,1/19/19,HOU vs. LAL,264,HOU,LAL,42,100,42.0,25,68,36.8,29,36,0.00806,12,27,39,23,9,4,12,27,0.545,0.36,9.386733416770962,50,96,52.1,10,37,27.0,24,30,0.8,13,43,56,27,6,4,15,27,0.5729166666666666,0.3125,12.07729468599034,4
630,1/19/19,IND vs. DAL,242,IND,DAL,42,85,49.4,8,24,33.3,19,24,0.00792,11,34,45,23,6,4,11,22,0.5411764705882353,0.2823529411764706,10.322822822822822,37,88,42.0,9,37,24.3,16,20,0.8,14,30,44,21,5,4,13,18,0.4715909090909091,0.2272727272727273,11.839708561020036,12
631,1/19/19,ORL vs. MIL,240,ORL,MIL,44,93,47.3,14,32,43.8,6,9,0.006670000000000001,5,27,32,31,5,3,8,15,0.5483870967741935,0.0967741935483871,7.621951219512195,47,85,55.3,12,30,40.0,12,15,0.8,4,42,46,22,7,7,13,14,0.6235294117647059,0.17647058823529413,12.4282982791587,-10
632,1/19/19,PHI vs. OKC,240,PHI,OKC,38,81,46.9,11,32,34.4,28,39,0.00718,12,35,47,28,6,7,17,20,0.5370370370370371,0.4814814814814815,14.762070163251126,41,93,44.1,12,31,38.7,23,26,0.885,11,34,45,20,10,6,10,24,0.5053763440860215,0.27956989247311825,8.738203425375742,-2
633,1/19/19,TOR vs. MEM,240,TOR,MEM,44,90,48.9,17,36,47.2,14,16,0.00875,8,29,37,31,19,8,10,17,0.5833333333333334,0.17777777777777778,9.342301943198805,34,80,42.5,10,29,34.5,12,15,0.8,10,32,42,21,7,3,24,13,0.4875,0.1875,21.6998191681736,29
634,1/18/19,BOS vs. MEM,240,BOS,MEM,44,86,51.2,17,38,44.7,17,22,0.00773,10,42,52,29,5,9,17,20,0.6104651162790697,0.2558139534883721,15.086971955981538,41,92,44.6,16,35,45.7,18,20,0.9,9,30,39,33,11,5,9,22,0.532608695652174,0.21739130434782608,8.196721311475411,6
635,1/18/19,DET vs. MIA,240,DET,MIA,35,82,42.7,13,33,39.4,15,18,0.008329999999999999,8,34,42,23,7,2,11,20,0.5060975609756098,0.2195121951219512,10.899722552516844,39,77,50.6,10,29,34.5,5,19,0.263,7,38,45,25,3,6,19,20,0.5714285714285714,0.24675324675324675,18.206209275584516,5
636,1/18/19,LAC vs. GSW,242,LAC,GSW,31,85,36.5,4,25,16.0,28,35,0.008,12,40,52,11,6,4,18,30,0.3882352941176471,0.4117647058823529,15.202702702702705,42,86,48.8,9,37,24.3,19,27,0.7040000000000001,3,40,43,31,11,8,10,24,0.5406976744186046,0.313953488372093,9.269558769002597,-18
637,1/18/19,MIN vs. SAS,240,MIN,SAS,37,84,44.0,7,26,26.9,32,38,0.00842,10,34,44,21,5,3,11,28,0.4821428571428572,0.4523809523809524,9.84604368063015,41,82,50.0,11,24,45.8,23,29,0.7929999999999999,9,32,41,24,3,4,16,25,0.5670731707317073,0.35365853658536583,14.44564824846515,-3
638,1/18/19,ORL vs. BKN,240,ORL,BKN,47,94,50.0,10,26,38.5,11,14,0.007859999999999999,12,37,49,26,5,6,13,18,0.5531914893617021,0.14893617021276595,11.488158359844467,44,97,45.4,19,46,41.3,10,15,0.667,9,32,41,24,5,5,11,19,0.5515463917525774,0.15463917525773194,9.598603839441537,-2
639,1/18/19,POR vs. NOP,238,POR,NOP,48,103,46.6,11,34,32.4,21,26,0.008079999999999999,18,35,53,30,8,3,6,22,0.5194174757281553,0.2524271844660194,4.981733643307871,41,84,48.8,8,25,32.0,22,27,0.815,7,34,41,23,4,6,12,24,0.5357142857142857,0.32142857142857145,11.123470522803117,16
640,1/18/19,UTA vs. CLE,241,UTA,CLE,44,85,51.8,13,37,35.1,14,15,0.00933,8,40,48,33,6,5,19,22,0.5941176470588235,0.17647058823529413,17.17902350813743,36,87,41.4,7,24,29.2,20,26,0.769,6,31,37,16,9,3,14,19,0.4540229885057471,0.2988505747126437,12.451085023123445,16
641,1/17/19,CHA vs. SAC,240,CHA,SAC,39,87,44.8,11,38,28.9,25,29,0.00862,12,34,46,21,11,4,13,16,0.5114942528735632,0.3333333333333333,11.528910961333807,39,88,44.3,11,33,33.3,6,13,0.462,11,31,42,28,7,3,17,22,0.5056818181818182,0.14772727272727273,15.354046242774565,19
642,1/17/19,DEN vs. CHI,238,DEN,CHI,50,96,52.1,20,40,50.0,15,20,0.0075,13,32,45,34,6,2,7,16,0.625,0.20833333333333331,6.261180679785332,44,93,47.3,10,28,35.7,7,11,0.636,16,29,45,27,3,3,12,21,0.5268817204301075,0.11827956989247312,10.924981791697013,30
643,1/17/19,IND vs. PHI,241,IND,PHI,39,97,40.2,9,29,31.0,9,12,0.0075,12,28,40,23,9,3,12,14,0.4484536082474227,0.12371134020618554,10.500525026251315,46,87,52.9,18,34,52.9,10,11,0.909,9,42,51,38,8,6,16,10,0.632183908045977,0.1264367816091954,14.836795252225516,-24
644,1/17/19,OKC vs. LAL,265,OKC,LAL,41,104,39.4,22,54,40.7,24,36,0.006670000000000001,15,29,44,31,10,4,15,22,0.5,0.3461538461538461,11.124295461287453,50,99,50.5,19,40,47.5,19,21,0.905,14,49,63,37,11,5,23,24,0.6010101010101011,0.21212121212121213,17.525144772935082,-10
645,1/17/19,TOR vs. PHX,240,TOR,PHX,43,86,50.0,7,28,25.0,18,25,0.0072,9,30,39,27,8,8,14,27,0.5406976744186046,0.2906976744186047,12.612612612612612,36,84,42.9,9,30,30.0,28,36,0.778,15,31,46,18,9,8,16,21,0.4821428571428572,0.42857142857142855,13.812154696132598,2
646,1/17/19,WAS vs. NYK,239,WAS,NYK,40,92,43.5,7,27,25.9,14,20,0.006999999999999999,15,36,51,23,9,2,13,10,0.4728260869565217,0.21739130434782608,11.423550087873465,39,87,44.8,12,29,41.4,10,12,0.833,6,36,42,15,6,3,14,16,0.5172413793103449,0.13793103448275862,13.172751223184044,1
647,1/16/19,BOS vs. TOR,239,BOS,TOR,46,92,50.0,14,30,46.7,11,13,0.00846,14,35,49,32,7,6,14,24,0.5760869565217391,0.14130434782608695,12.531328320802007,41,92,44.6,7,29,24.1,19,21,0.905,14,28,42,20,9,2,10,14,0.48369565217391297,0.22826086956521735,8.989572096368212,9
648,1/16/19,DAL vs. SAS,240,DAL,SAS,37,86,43.0,15,42,35.7,12,16,0.0075,13,29,42,22,6,3,13,14,0.5174418604651163,0.18604651162790695,12.259524707657487,41,83,49.4,13,30,43.3,10,12,0.833,11,25,36,26,9,6,9,19,0.572289156626506,0.14457831325301204,9.251644736842103,-4
649,1/16/19,DET vs. ORL,266,DET,ORL,44,92,47.8,12,30,40.0,20,25,0.008,14,33,47,26,4,4,10,16,0.5434782608695652,0.2717391304347826,8.849557522123892,47,94,50.0,14,39,35.9,7,13,0.5379999999999999,8,29,37,29,6,3,11,21,0.5744680851063829,0.13829787234042554,9.934971098265898,5
650,1/16/19,GSW vs. NOP,239,GSW,NOP,49,102,48.0,24,49,49.0,25,31,0.00806,10,47,57,33,8,5,10,24,0.5980392156862745,0.30392156862745096,7.959248646927731,47,98,48.0,19,37,51.4,27,33,0.818,7,42,49,36,6,5,10,23,0.5765306122448979,0.33673469387755106,8.161932745674177,7
651,1/16/19,HOU vs. BKN,266,HOU,BKN,45,105,42.9,23,70,32.9,29,34,0.00853,10,37,47,18,7,8,8,24,0.5380952380952381,0.3238095238095238,6.251953735542357,56,108,51.9,16,36,44.4,17,22,0.773,16,41,57,29,4,3,13,25,0.5925925925925926,0.2037037037037037,9.947964493419036,-3
652,1/16/19,LAC vs. UTA,239,LAC,UTA,45,98,45.9,10,22,45.5,9,14,0.00643,11,30,41,24,8,1,12,24,0.5102040816326531,0.14285714285714285,10.330578512396695,44,86,51.2,11,33,33.3,30,37,0.8109999999999999,8,40,48,27,9,7,13,15,0.5755813953488372,0.4302325581395349,11.276891047883415,-20
653,1/16/19,MEM vs. MIL,240,MEM,MIL,37,95,38.9,10,31,32.3,17,25,0.0068000000000000005,13,35,48,29,11,9,14,15,0.4421052631578947,0.2631578947368421,11.666666666666664,40,84,47.6,12,34,35.3,19,22,0.8640000000000001,5,45,50,27,9,8,15,25,0.5476190476190477,0.2619047619047619,13.801987486198012,-10
654,1/16/19,POR vs. CLE,239,POR,CLE,47,89,52.8,16,29,55.2,19,23,0.00826,7,34,41,28,1,6,4,17,0.6179775280898876,0.25842696629213485,3.878975950349108,45,95,47.4,6,19,31.6,16,19,0.8420000000000001,12,29,41,17,0,5,3,18,0.5052631578947369,0.2,2.8206092515983454,17
655,1/15/19,ATL vs. OKC,240,ATL,OKC,56,90,62.2,18,37,48.6,12,16,0.0075,10,34,44,36,8,4,18,28,0.7222222222222222,0.17777777777777778,15.64673157162726,43,94,45.7,9,32,28.1,31,41,0.7559999999999999,15,25,40,22,16,3,12,18,0.5053191489361702,0.4361702127659575,9.674298613350533,16
656,1/15/19,DEN vs. GSW,238,DEN,GSW,42,92,45.7,14,34,41.2,13,16,0.00813,9,27,36,30,4,3,8,12,0.532608695652174,0.17391304347826084,7.473841554559042,57,95,60.0,21,39,53.8,7,10,0.7,12,38,50,38,6,4,10,20,0.7105263157894737,0.10526315789473684,9.140767824497258,-31
657,1/15/19,IND vs. PHX,241,IND,PHX,46,89,51.7,12,25,48.0,27,36,0.0075,9,43,52,31,11,7,14,17,0.5842696629213483,0.4044943820224719,11.780545270952542,40,95,42.1,8,27,29.6,9,18,0.5,10,33,43,26,8,6,19,30,0.4631578947368421,0.18947368421052632,15.583989501312336,34
658,1/15/19,LAL vs. CHI,240,LAL,CHI,38,82,46.3,8,26,30.8,23,34,0.0067599999999999995,13,38,51,21,7,4,17,18,0.5121951219512195,0.4146341463414634,14.917514917514913,37,92,40.2,9,31,29.0,17,24,0.708,13,33,46,21,11,6,13,26,0.4510869565217392,0.2608695652173913,11.249567324333679,7
659,1/15/19,MIL vs. MIA,240,MIL,MIA,48,96,50.0,17,39,43.6,11,18,0.00611,7,46,53,35,8,6,7,12,0.5885416666666666,0.1875,6.310854670032456,36,86,41.9,8,34,23.5,6,8,0.75,4,39,43,27,2,6,17,14,0.4651162790697674,0.09302325581395347,15.959444235824256,38
660,1/15/19,PHI vs. MIN,240,PHI,MIN,55,92,59.8,21,43,48.8,18,21,0.00857,8,46,54,40,6,11,15,29,0.7119565217391305,0.22826086956521735,12.9043358568479,35,90,38.9,8,23,34.8,29,35,0.8290000000000001,9,25,34,18,10,2,11,19,0.43333333333333335,0.3888888888888889,9.45017182130584,42
661,1/14/19,BKN vs. BOS,240,BKN,BOS,37,86,43.0,13,38,34.2,22,25,0.0088,13,42,55,18,5,7,17,20,0.5058139534883721,0.2906976744186047,14.912280701754383,37,91,40.7,11,36,30.6,17,23,0.7390000000000001,10,31,41,21,10,8,10,21,0.467032967032967,0.25274725274725274,8.999280057595392,7
662,1/14/19,HOU vs. MEM,240,HOU,MEM,37,84,44.0,18,48,37.5,20,22,0.00909,7,29,36,17,12,3,13,20,0.5476190476190477,0.2619047619047619,12.185976752905884,36,71,50.7,10,22,45.5,12,22,0.545,9,34,43,31,5,5,24,20,0.5774647887323944,0.30985915492957744,22.927015666794038,18
663,1/14/19,LAC vs. NOP,240,LAC,NOP,41,86,47.7,18,36,50.0,17,24,0.0070799999999999995,8,42,50,34,4,7,16,21,0.5813953488372093,0.2790697674418605,14.214641080312722,46,105,43.8,8,25,32.0,21,28,0.75,15,34,49,28,8,7,6,19,0.4761904761904762,0.26666666666666666,4.865390853065196,-4
664,1/14/19,SAC vs. POR,240,SAC,POR,43,87,49.4,10,26,38.5,19,24,0.00792,11,37,48,24,6,6,13,23,0.5517241379310345,0.27586206896551724,11.758321273516646,37,92,40.2,10,31,32.3,23,29,0.7929999999999999,17,32,49,22,6,3,14,23,0.4565217391304348,0.31521739130434784,11.788480970023574,8
665,1/14/19,SAS vs. CHA,241,SAS,CHA,38,82,46.3,7,20,35.0,10,12,0.008329999999999999,3,33,36,21,4,6,12,15,0.5060975609756098,0.14634146341463414,12.087026591458502,43,92,46.7,13,36,36.1,9,11,0.818,8,37,45,24,7,4,7,14,0.5380434782608695,0.11956521739130435,6.741140215716487,-15
666,1/14/19,UTA vs. DET,240,UTA,DET,31,80,38.8,12,37,32.4,26,36,0.00722,11,44,55,20,5,3,17,18,0.4625,0.45,15.065579581708612,35,90,38.9,11,36,30.6,13,16,0.813,5,33,38,16,13,4,9,27,0.45,0.17777777777777778,8.487363259147491,6
667,1/13/19,ATL vs. MIL,240,ATL,MIL,39,96,40.6,12,38,31.6,24,30,0.008,18,36,54,19,3,5,24,30,0.46875,0.3125,18.01801801801802,49,92,53.3,11,30,36.7,24,33,0.727,8,31,39,28,13,4,14,25,0.592391304347826,0.35869565217391297,11.616329239960173,-19
668,1/13/19,DAL vs. GSW,240,DAL,GSW,38,91,41.8,16,38,42.1,22,29,0.00759,18,33,51,21,5,4,12,14,0.5054945054945055,0.31868131868131866,10.366275051831376,45,99,45.5,19,45,42.2,10,12,0.833,16,33,49,26,9,8,10,22,0.5505050505050505,0.12121212121212123,8.750437521876094,-5
669,1/13/19,DEN vs. POR,239,DEN,POR,45,81,55.6,9,22,40.9,17,20,0.0085,4,31,35,21,5,0,11,20,0.6111111111111112,0.2469135802469136,10.912698412698411,40,88,45.5,12,34,35.3,21,22,0.955,8,31,39,25,5,1,9,22,0.5227272727272727,0.25,8.43644544431946,3
670,1/13/19,LAL vs. CLE,240,LAL,CLE,36,91,39.6,7,34,20.6,16,27,0.0059299999999999995,13,38,51,21,4,5,11,22,0.4340659340659341,0.2967032967032967,9.659290481208288,38,89,42.7,8,21,38.1,17,23,0.7390000000000001,10,42,52,18,5,2,10,21,0.4719101123595506,0.25842696629213485,9.164222873900293,-6
671,1/13/19,NYK vs. PHI,241,NYK,PHI,37,86,43.0,10,31,32.3,21,30,0.006999999999999999,7,27,34,24,8,5,10,21,0.4883720930232558,0.3488372093023256,9.157509157509157,40,87,46.0,6,20,30.0,22,30,0.733,12,44,56,22,4,9,16,21,0.4942528735632184,0.3448275862068966,13.769363166953529,-3
672,1/13/19,ORL vs. HOU,241,ORL,HOU,41,85,48.2,9,24,37.5,25,28,0.00893,12,33,45,25,6,2,11,21,0.5352941176470588,0.32941176470588235,10.15509601181684,38,86,44.2,10,42,23.8,23,27,0.852,9,29,38,20,7,1,10,21,0.5,0.313953488372093,9.269558769002597,7
